formula,No,S_Phase,Phase,delta,Tm,D_Tm (K),?Hmix (kJ/mol),elec_diff,VEC,modulus_calc,D_Bulk (GPa),Tm,composition_norm
Al0.68CoCrFeMnNi,6,SS,FCC+BCC,0.051340866,1697.316831,346.103947,5.158062906,1.747323944,7.401408451,151.7042254,34.87195668,0,Al0.68CoCrFeMnNi
Al0.75CoCrFeMnNi,6,SS,FCC+BCC,0.052427632,1688.017826,354.0426501,5.297624099,1.745652174,7.347826087,150.7826087,35.6394463,0,Al0.75CoCrFeMnNi
Al0.81CoCrFeMnNi,6,SS,FCC+BCC,0.053289729,1680.225594,360.3756902,5.406245466,1.744251291,7.30292599,150.010327,36.25203272,0,Al0.81CoCrFeMnNi
Al0.88CoCrFeMnNi,6,SS,FCC+BCC,0.054222305,1671.335646,367.2657702,5.521456509,1.742653061,7.25170068,149.1292517,36.91878789,0,Al0.88CoCrFeMnNi
Al0.95CoCrFeMnNi,6,SS,FCC+BCC,0.055083297,1662.654874,373.6671802,5.625457424,1.741092437,7.201680672,148.2689076,37.53848389,0,Al0.95CoCrFeMnNi
Al1.25CoCrFeMnNi,6,SS,BCC,0.058104824,1627.654,396.5124266,5.966567587,1.7348,7.0,144.8,39.7512264,0,Al1.25CoCrFeMnNi
Al0.3CoCrFeMo0.1Ni,6,SS,FCC,0.043289455,1831.054773,334.3479125,3.878501272,1.813409091,7.840909091,167.2272727,27.29041093,0,Al0.3CoCrFeMo0.1Ni
Al0.5CoCrFeMo0.5Ni,6,SS+IM,FCC+IM,0.060576449,1880.347,467.8666302,4.380546085,1.833,7.5,168.6,36.07824829,0,Al0.5CoCrFeMo0.5Ni
Al1.5CoCrFeMo0.5Ni,6,SS+IM,BCC+IM,0.068408334,1722.534167,554.0220557,5.681222889,1.795833333,6.75,153.1666667,47.70365698,0,Al1.5CoCrFeMo0.5Ni
Al2CoCrFeMo0.5Ni,6,SS,BCC,0.069753896,1661.836923,572.3106672,5.80546026,1.781538462,6.461538462,147.2307692,50.23353744,0,Al2CoCrFeMo0.5Ni
AlCo0.5CrFeMo0.5Ni,6,SS+IM,BCC+IM,0.067573414,1796.894,548.0239054,5.231418928,1.806,6.9,158.2,45.14377033,0,AlCo0.5CrFeMo0.5Ni
AlCo1.5CrFeMo0.5Ni,6,SS+IM,BCC+IM,0.06392945,1792.078333,500.3909678,5.229507883,1.818333333,7.25,161.8333333,42.00363741,0,AlCo1.5CrFeMo0.5Ni
AlCo2CrFeMo0.5Ni,6,SS+IM,FCC+BCC+IM,0.062245099,1790.226154,480.8029036,5.118444286,1.823076923,7.384615385,163.2307692,40.64509403,0,AlCo2CrFeMo0.5Ni
AlCoCr0.5FeMo0.5Ni,6,IM,IM,0.067469311,1755.694,532.9533062,5.575538001,1.828,7.2,160.2,45.61973257,0,AlCoCr0.5FeMo0.5Ni
AlCoCr1.5FeMo0.5Ni,6,IM,IM,0.064007355,1826.411667,511.5704227,4.972358006,1.8,7.0,160.1666667,41.64499436,0,AlCoCr1.5FeMo0.5Ni
AlCoCr2FeMo0.5Ni,6,IM,IM,0.062382481,1853.610769,500.4504888,4.664453949,1.789230769,6.923076923,160.1538462,40.01124102,0,AlCoCr2FeMo0.5Ni
AlCoCrFe0.5Mo0.5Ni,6,SS+IM,BCC+IM,0.067013349,1792.594,548.0650503,5.546366017,1.811,7.0,159.2,45.50340647,0,AlCoCrFe0.5Mo0.5Ni
AlCoCrFe0.6Mo0.5Ni,6,SS+IM,BCC+IM,0.066761421,1792.954902,542.6712634,5.501165137,1.811372549,7.019607843,159.4117647,45.07996228,0,AlCoCrFe0.6Mo0.5Ni
AlCoCrFe1.5Mo0.5Ni,6,SS+IM,BCC+IM,0.064346784,1795.661667,500.359673,4.985221214,1.814166667,7.166666667,161.0,41.73328009,0,AlCoCrFe1.5Mo0.5Ni
AlCoCrFe2Mo0.5Ni,6,SS+IM,BCC+IM,0.062979978,1796.841538,480.7473985,4.689273205,1.815384615,7.230769231,161.6923077,40.16769581,0,AlCoCrFe2Mo0.5Ni
AlCoCrFeMo0.1Ni,6,SS,BCC,0.059807509,1707.856863,438.0043908,5.470874337,1.785490196,7.176470588,154.7058824,40.34911089,0,AlCoCrFeMo0.1Ni
AlCoCrFeMo0.2Ni,6,SS+IM,BCC+IM,0.061578874,1730.705769,463.448124,5.431040633,1.792692308,7.153846154,156.1538462,41.27552106,0,AlCoCrFeMo0.2Ni
AlCoCrFeMo0.3Ni,6,SS+IM,BCC+IM,0.063132976,1752.692453,485.6636424,5.38628281,1.799622642,7.132075472,157.5471698,42.10076235,0,AlCoCrFeMo0.3Ni
AlCoCrFeMo0.4Ni,6,SS+IM,BCC+IM,0.064501454,1773.864815,505.2321033,5.337509784,1.806296296,7.111111111,158.8888889,42.83762048,0,AlCoCrFeMo0.4Ni
AlCoCrFeMo0.5Ni,6,SS+IM,BCC+IM,0.065709832,1794.267273,522.5863109,5.285488998,1.812727273,7.090909091,160.1818182,43.49674634,0,AlCoCrFeMo0.5Ni
AlCoCrFeMo0.5Ni0.5,6,SS+IM,BCC+IM,0.067305766,1800.894,547.6523066,5.02603462,1.803,6.8,158.2,45.14377033,0,AlCoCrFeMo0.5Ni0.5
AlCoCrFeMo0.5Ni1.5,6,SS+IM,FCC+BCC+IM,0.064129441,1788.745,500.6734116,5.36800864,1.820833333,7.333333333,161.8333333,42.00363741,0,AlCoCrFeMo0.5Ni1.5
AlCoCrFeMo0.5Ni2,6,SS+IM,FCC+BCC+IM,0.062597589,1784.072308,481.3037178,5.348607196,1.827692308,7.538461538,163.2307692,40.64509403,0,AlCoCrFeMo0.5Ni2
AlCoCrFeNb0.1Ni,6,SS,BCC,0.059188612,1704.994118,430.6447607,5.908742672,1.774509804,7.156862745,153.5294118,38.98836073,0,AlCoCrFeNb0.1Ni
AlCoCrFeNb0.25Ni,6,SS+IM,BCC+IM,0.060986832,1734.851429,458.7655226,6.407686034,1.76952381,7.095238095,154.0,38.52519275,0,AlCoCrFeNb0.25Ni
AlCoCrFeNb0.5Ni,6,SS+IM,BCC+IM,0.063318485,1780.994545,495.5926848,7.034356942,1.761818182,7.0,154.7272727,37.78670018,0,AlCoCrFeNb0.5Ni
AlCoCrFeNb0.75Ni,6,SS+IM,BCC+IM,0.065024412,1823.125217,523.4340257,7.477701174,1.754782609,6.913043478,155.3913043,37.08713492,0,AlCoCrFeNb0.75Ni
Al2CoCrFeNiSi,6,IM,IM,0.075797183,1577.277143,433.9203653,10.4554117,1.771428571,6.142857143,134.5714286,44.85805277,0,Al2CoCrFeNiSi
AlCoCrFeNiSi,6,SS+IM,BCC+IM,0.066112999,1684.578333,372.9252101,11.66031573,1.798333333,6.666666667,144.3333333,40.99457959,0,AlCoCrFeNiSi
AlCoCrFeNiSi0.2,6,SS,BCC,0.060184966,1684.205769,400.5846354,7.834746412,1.782692308,7.076923077,151.1538462,39.87740088,0,AlCoCrFeNiSi0.2
AlCoCrFeNiSi0.4,6,SS,BCC,0.062138111,1684.309259,393.0967661,9.299021561,1.787037037,6.962962963,149.2592593,40.30677968,0,AlCoCrFeNiSi0.4
AlCoCrFeNiSi0.6,6,SS,BCC,0.063733443,1684.405357,386.0136842,10.33357893,1.791071429,6.857142857,147.5,40.62239003,0,AlCoCrFeNiSi0.6
AlCoCrFeNiSi0.8,6,SS+IM,BCC+IM,0.065040799,1684.494828,379.3001861,11.09473738,1.794827586,6.75862069,145.862069,40.8459884,0,AlCoCrFeNiSi0.8
Al7.8Co20.6Cr12.2Fe11.5Ni40.7Ti7.2,6,SS+IM,FCC+L12,0.056001061,1754.29166,279.0374839,7.494731277,1.81408,8.098,163.258,31.24825493,0,Al7.8Co20.6Cr12.2Fe11.5Ni40.7Ti7.2
Al10Co25Cr8Fe15Ni36Ti6,6,SS+IM,FCC+B2+L12,0.056554624,1719.937,289.0719463,7.389776207,1.8183,8.07,162.3,33.30630571,0,Al10Co25Cr8Fe15Ni36Ti6
Al0.2Co1.5CrFeNi1.5Ti,6,SS+IM,FCC+IM,0.06456059,1832.692581,226.2108131,8.611452611,1.78016129,7.596774194,160.516129,28.98706159,0,Al0.2Co1.5CrFeNi1.5Ti
Al0.2Co1.5CrFeNi1.5Ti0.5,6,SS,FCC,0.053417982,1823.19193,233.539701,7.120113162,1.80122807,7.912280702,164.9473684,25.89345311,0,Al0.2Co1.5CrFeNi1.5Ti0.5
Al0.3CoCrFeNiTi0.1,6,SS,FCC,0.04403002,1809.350227,292.9453465,5.026701876,1.799318182,7.795454545,164.5,26.87386361,0,Al0.3CoCrFeNiTi0.1
Al0.5CoCrFe2NiTi0.5,6,IM,IM,0.058943652,1789.205833,298.7553448,6.66923176,1.780833333,7.416666667,158.8333333,31.01030295,0,Al0.5CoCrFe2NiTi0.5
Al0.5CoCrFeNiTi,6,SS+IM,BCC+IM,0.070440385,1799.042727,315.0878897,8.899139459,1.75,7.0,152.3636364,34.66009686,0,Al0.5CoCrFeNiTi
Al0.5CoCrFeNiTi0.5,6,IM,IM,0.062520189,1784.847,327.0958738,7.64340657,1.771,7.3,156.6,33.52670577,0,Al0.5CoCrFeNiTi0.5
Al0.6CoCrFeNiTi0.4,6,SS,2FCC+D022,0.061611675,1764.6964,347.2676846,7.353928703,1.7724,7.28,155.92,34.78611217,0,Al0.6CoCrFeNiTi0.4
Al1.5CoCrFeNiTi,6,SS,BCC,0.07291623,1665.877692,426.072259,9.09576778,1.728461538,6.384615385,140.6153846,42.13812172,0,Al1.5CoCrFeNiTi
Al16.5Co22.5Cr5Fe12.5Ni30Ti13.5,6,IM,IM,0.069965816,1667.63255,343.6244577,9.413675901,1.7813,7.36,151.14,40.56772609,0,Al16.5Co22.5Cr5Fe12.5Ni30Ti13.5
Al2CoCrFeNiTi,6,SS,BCC,0.072989997,1613.562857,451.8291118,8.918156239,1.72,6.142857143,136.0,43.88296122,0,Al2CoCrFeNiTi
Al4Co94Cr94Fe94Ni94Ti2,6,IM,IM,0.019704417,1862.287644,202.9218522,2.722389042,1.816335079,8.172774869,171.1623037,13.55886306,0,Al4Co94Cr94Fe94Ni94Ti2
AlCo1.5CrFeNiTi0.5,6,SS,BCC+FCC,0.065359838,1712.495,379.9370542,7.795552606,1.766666667,7.083333333,151.8333333,38.74238276,0,AlCo1.5CrFeNiTi0.5
AlCo2CrFeNiTi0.5,6,SS,BCC+FCC,0.063640941,1716.764615,365.3312303,7.5643427,1.775384615,7.230769231,154.0,37.97164934,0,AlCo2CrFeNiTi0.5
AlCo3CrFeNiTi0.5,6,SS,BCC+FCC,0.060500494,1723.596,340.5505262,7.057748335,1.789333333,7.466666667,157.4666667,36.43783138,0,AlCo3CrFeNiTi0.5
AlCoCrFeNiTi,6,SS+IM,BCC+IM,0.072207879,1726.911667,385.0179247,9.113594964,1.738333333,6.666666667,146.0,39.32768321,0,AlCoCrFeNiTi
AlCoCrFeNiTi0.5,6,SS,BCC,0.067176195,1707.449091,396.4461563,7.962291269,1.756363636,6.909090909,149.2727273,39.48092959,0,AlCoCrFeNiTi0.5
AlCoCrFeNiTi1.5,6,SS+IM,BCC+IM,0.074981813,1743.38,374.2863738,9.651858062,1.723076923,6.461538462,143.2307692,38.98353468,0,AlCoCrFeNiTi1.5
AlCoCrFeNiTi2,6,IM,IM,0.07644573,1757.495714,364.2446079,9.825600162,1.71,6.285714286,140.8571429,38.5280179,0,AlCoCrFeNiTi2
AlCoCrFeNiZr,6,AM,AM,0.102379003,1758.078333,407.9711354,12.52339375,1.703333333,6.666666667,127.6666667,67.43309441,0,AlCoCrFeNiZr
AlCoCrFeNiZr0.5,6,IM,IM,0.088249514,1724.449091,409.8783792,10.4738835,1.737272727,6.909090909,139.2727273,57.82904415,0,AlCoCrFeNiZr0.5
AlCoCuFeNbNi,6,IM,IM,0.064001002,1724.706667,550.9470782,8.791597185,1.788333333,7.666666667,152.6666667,36.81787006,0,AlCoCuFeNbNi
AlCoCuFeNdNi,6,IM,IM,0.158380572,1482.54,316.5160618,10.5891279,1.711666667,7.833333333,129.6666667,56.59701602,0,AlCoCuFeNdNi
AlCoCuFeNiSi,6,SS,FCC+BCC,0.065818829,1547.54,311.7486445,11.70241437,1.838333333,7.5,141.0,40.39389393,0,AlCoCuFeNiSi
Al2.5CoCuFeNiSn0.1,6,IM,IM,0.070816098,1371.053485,395.5042832,7.011946915,1.778939394,6.954545455,131.1818182,46.87052091,0,Al2.5CoCuFeNiSn0.1
AlCoCuFeNiTi,6,SS,FCC+BCC,0.06988761,1589.873333,343.4463368,10.02260819,1.778333333,7.5,142.6666667,38.84441902,0,AlCoCuFeNiTi
AlCoCuFeNiZr,6,SS+IM,FCC+BCC+IM,0.099992517,1621.04,380.3933324,13.59428287,1.743333333,7.5,124.3333333,66.23610965,0,AlCoCuFeNiZr
AlCoCuNiTiZn,6,SS,BCC+2FCC,0.065767244,1403.486667,457.4114222,9.517473642,1.748333333,8.166666667,126.0,44.57203907,0,AlCoCuNiTiZn
 AlCrCuFeMgNi4.75,6,IM,IM,0.087910785,1580.845128,381.1499806,6.377004278,1.782820513,7.948717949,148.3076923,46.79258863,0,AlCrCuFeMgNi4.75
Al0.8CrCu1.5FeMnNi,6,SS,SS,0.049563605,1590.703333,366.6113282,6.112714217,1.76,7.920634921,142.984127,32.17190535,0,Al0.8CrCu1.5FeMnNi
Al0.8CrCuFe1.5MnNi,6,SS,SS,0.050815514,1626.673968,364.2189321,5.977947406,1.754444444,7.682539683,145.3650794,32.96332815,0,Al0.8CrCuFe1.5MnNi
Al0.8CrCuFeMn1.5Ni,6,SS,SS,0.0505464,1603.499365,361.0290668,6.034412952,1.732222222,7.603174603,141.3968254,32.76784122,0,Al0.8CrCuFeMn1.5Ni
AlCrCuFeMnNi,6,SS,BCC,0.053876835,1588.206667,388.5805617,6.358785763,1.743333333,7.5,141.0,35.09510887,0,AlCrCuFeMnNi
Al0.3CrCuFeMnNi,6,SS,BCC+2FCC,0.042129263,1674.681321,326.866298,5.292826814,1.760943396,8.094339623,149.5849057,27.61557802,0,Al0.3CrCuFeMnNi
Al0.5CrCuFeMnNi,6,SS,2BCC+FCC,0.046613807,1647.728182,349.5825061,5.723230433,1.755454545,7.909090909,146.9090909,30.40769802,0,Al0.5CrCuFeMnNi
Al0.8CrCuFeMnNi,6,SS,2BCC+FCC,0.051473751,1610.783793,375.3795051,6.159110853,1.747931034,7.655172414,143.2413793,33.51752519,0,Al0.8CrCuFeMnNi
AlCr0.5CuFeNiTi,6,SS+IM,FCC+B2,0.070990457,1611.134545,392.576972,9.686924008,1.749090909,7.090909091,137.4545455,37.32014722,0,AlCr0.5CuFeNiTi
AlCr1.5CuFeNiTi,6,SS+IM,FCC+B2,0.069050173,1698.652308,415.3707904,8.783528685,1.735384615,6.923076923,140.9230769,35.28011324,0,AlCr1.5CuFeNiTi
AlCr2CuFeNiTi,6,SS+IM,FCC+B2,0.067937061,1733.034286,419.0187117,8.356045232,1.73,6.857142857,142.2857143,34.34993984,0,AlCr2CuFeNiTi
AlCr3CuFeNiTi,6,SS+IM,FCC+B2,0.065655679,1788.905,418.9037511,7.615712998,1.72125,6.75,144.5,32.66113899,0,AlCr3CuFeNiTi
AlCrCuFeNiTi,6,SS+IM,BCC+IM,0.070092151,1658.54,407.4232083,9.238606597,1.741666667,7.0,139.3333333,36.27058802,0,AlCrCuFeNiTi
Al0.5CrFeNiTiV,6,IM,IM,0.067299414,1874.497273,346.7217854,8.123984486,1.704545455,6.272727273,148.7272727,32.55510268,0,Al0.5CrFeNiTiV
AlCrMoTaTiZr,6,AM,AM,0.071706494,2228.078333,746.6088762,8.932301396,1.633333333,4.666666667,129.3333333,77.47400998,0,AlCrMoTaTiZr
AlCrNbTiVZr,6,IM,IM,0.07921138,2019.245,545.2091374,9.132765595,1.561666667,4.5,112.6666667,60.29556829,0,AlCrNbTiVZr
AlFeNiTiVZr,6,SS,BCC,0.093540853,1787.411667,414.2025358,12.5705417,1.641666667,5.666666667,116.0,63.29823589,0,AlFeNiTiVZr
Al0.3HfNbTaTiZr,6,SS,BCC,0.049769187,2433.026604,590.7994364,7.373329293,1.462830189,4.320754717,115.6226415,67.26355553,0,Al0.3HfNbTaTiZr
Al0.4Hf0.6NbTaTiZr,6,SS,BCC,0.049230841,2397.1976,642.8454603,8.313593039,1.4788,4.32,115.28,69.45935214,0,Al0.4Hf0.6NbTaTiZr
Al0.5HfNbTaTiZr,6,SS,BCC,0.049595941,2378.497273,644.3196694,8.947223461,1.468181818,4.272727273,114.1818182,66.44453351,0,Al0.5HfNbTaTiZr
Al0.75HfNbTaTiZr,6,SS,BCC,0.049331894,2315.67,695.6563713,10.23759377,1.474347826,4.217391304,112.5217391,65.44886458,0,Al0.75HfNbTaTiZr
AlMo0.5NbTa0.5TiZr ,6,SS+IM,BCC+B2 ,0.044848541,2169.094,749.7126565,10.56443543,1.582,4.3,114.2,74.85693021,0,AlMo0.5NbTa0.5TiZr
AlMo0.5NbTa0.5TiZr,6,SS,BCC,0.044848541,2169.094,749.7126565,10.56443543,1.582,4.3,114.2,74.85693021,0,AlMo0.5NbTa0.5TiZr
Al0.3NbTa0.8Ti1.4V0.2Zr1.3,6,SS,BCC,0.053047552,2316.4882,594.4867313,7.240567591,1.4988,4.34,107.76,72.98179499,0,Al0.3NbTa0.8Ti1.4V0.2Zr1.3
Al0.5NbTa0.8Ti1.5V0.2Zr,6,SS,BCC,0.049265412,2264.967,654.1848156,8.527177148,1.5142,4.3,113.0,68.13662745,0,Al0.5NbTa0.8Ti1.5V0.2Zr
BeCuNiTiVZr,6,AM,AM,0.116497842,1816.295,297.4649029,12.67502973,1.646666667,6.0,120.0,58.02298395,0,BeCuNiTiVZr
C0.1CoCrFeMnNi,6,IM,IM,0.06767577,1840.843137,351.5889073,7.313576103,1.781372549,7.921568627,159.4705882,28.39314536,0,C0.1CoCrFeMnNi
C0.25CoCrFeMnNi,6,IM,IM,0.097743202,1897.47619,478.6765106,10.76294744,1.803333333,7.80952381,155.8571429,35.02962789,0,C0.25CoCrFeMnNi
C0.1Hf0.5Mo0.5NbTiZr,6,IM,IM,0.093894652,2415.195122,424.0735221,16.903243,1.574390244,4.487804878,110.5609756,75.69452369,0,C0.1Hf0.5Mo0.5NbTiZr
CoCrCuFeMnNi,6,SS,FCC,0.029966526,1727.295,256.1058605,3.868464886,1.788333333,8.5,158.3333333,21.9215774,0,CoCrCuFeMnNi
CoCrCuFeNiTi0.8 ,6,SS+IM,SS+IM,0.057000242,1792.684483,249.7898342,8.17788008,1.795172414,8.137931034,158.2758621,23.79060457,0,CoCrCuFeNiTi0.8
CoCrCuFeNiTi,6,SS,FCC,0.061173418,1797.628333,247.0302357,8.579811695,1.786666667,8.0,156.6666667,24.94438258,0,CoCrCuFeNiTi
CoCrCuFeNiTi0.5,6,SS,FCC,0.048221784,1784.594545,254.033487,7.304511394,1.809090909,8.363636364,160.9090909,21.51301739,0,CoCrCuFeNiTi0.5
CoCrCuFeNiTi0.8,6,SS+IM,FCC+IM,0.057000242,1792.684483,249.7898342,8.17788008,1.795172414,8.137931034,158.2758621,23.79060457,0,CoCrCuFeNiTi0.8
CoCrCuFeNiTi2.5,6,IM,IM,0.074916049,1826.302667,228.2718105,9.549207194,1.737333333,7.2,147.3333333,29.08989897,0,CoCrCuFeNiTi2.5
CoCrCuFeNiZr,6,IM,IM,0.099876652,1828.795,273.5280183,12.00702812,1.751666667,8.0,138.3333333,63.35525936,0,CoCrCuFeNiZr
CoCrFeGeMnNi,6,SS,BCC+FCC,0.031026144,1702.9,294.2701423,7.570349079,1.806666667,7.333333333,135.0,63.70504951,0,CoCrFeGeMnNi
CoCrFeMnNiV,6,SS,BCC+FCC,0.032880784,1864.833333,241.9224508,3.967719541,1.743333333,7.5,161.6666667,20.34425936,0,CoCrFeMnNiV
CoCrFeMnNiV0.25,6,SS,FCC,0.032875112,1819.380952,224.4104395,2.929101833,1.75952381,7.857142857,161.9047619,21.73849945,0,CoCrFeMnNiV0.25
CoCrFeMnNiV0.5,6,SS,FCC,0.032950015,1835.909091,231.964909,3.399612055,1.753636364,7.727272727,161.8181818,21.24240263,0,CoCrFeMnNiV0.5
CoCrFeMnNiV0.75,6,SS+IM,FCC+IM,0.032945504,1851.0,237.6519194,3.729639835,1.74826087,7.608695652,161.7391304,20.77878808,0,CoCrFeMnNiV0.75
CoCrFeMnNiV1.0,6,SS+IM,FCC+IM,0.032880784,1864.833333,241.9224508,3.967719541,1.743333333,7.5,161.6666667,20.34425936,0,CoCrFeMnNiV1.0
Co1.5CrFeMo0.1Ni1.5Ti0.5,6,SS,FCC,0.051935771,1874.125,212.6053573,6.707976346,1.814464286,8.053571429,169.2857143,21.36896472,0,Co1.5CrFeMo0.1Ni1.5Ti0.5
Co1.5CrFeMo0.5Ni1.5Ti0.5,6,SS+IM,FCC+σ,0.060815927,1942.25,327.3558525,6.4021074,1.8375,7.916666667,173.3333333,25.60381916,0,Co1.5CrFeMo0.5Ni1.5Ti0.5
Co1.5CrFeMo0.8Ni1.5Ti0.5,6,SS+IM,FCC+σ,0.06518373,1987.666667,378.5662174,6.17506755,1.852857143,7.825396825,176.031746,27.74828366,0,Co1.5CrFeMo0.8Ni1.5Ti0.5
CoCrFeNiAlNb0.5,6,SS+IM,BCC+Laves,0.063318485,1780.994545,495.5926848,7.034356942,1.761818182,7.0,154.7272727,37.78670018,0,AlCoCrFeNb0.5Ni
CoCrFeNiAlNb0.75,6,SS+IM,BCC+Laves,0.065024412,1823.125217,523.4340257,7.477701174,1.754782609,6.913043478,155.3913043,37.08713492,0,AlCoCrFeNb0.75Ni
CoCuFeMnNiSn0.03,6,SS,FCC,0.037943632,1630.004453,192.1948786,3.612585038,1.814870775,8.970178926,157.4035785,25.13664737,0,CoCuFeMnNiSn0.03
CoCuFeMnNiSn0.05,6,SS+IM,FCC+IM,0.041455867,1625.549307,204.4124105,3.623400412,1.815445545,8.95049505,157.009901,25.85201413,0,CoCuFeMnNiSn0.05
CoCuFeMnNiSn0.08,6,SS+IM,FCC+IM,0.046112532,1618.932362,221.1514743,3.63914212,1.816299213,8.921259843,156.4251969,26.86874474,0,CoCuFeMnNiSn0.08
CoCuFeMnNiSn0.1,6,SS+IM,FCC+IM,0.048901752,1614.564314,231.4356496,3.649324826,1.816862745,8.901960784,156.0392157,27.51253603,0,CoCuFeMnNiSn0.1
CoCuFeMnNiSn0.10,6,SS+IM,FCC+IM,0.048901752,1614.564314,231.4356496,3.649324826,1.816862745,8.901960784,156.0392157,27.51253603,0,CoCuFeMnNiSn0.10
CoCuFeMnNiSn0.2,6,SS+IM,FCC+IM,0.06032319,1593.228077,275.2260846,3.696716544,1.819615385,8.807692308,154.1538462,30.39191733,0,CoCuFeMnNiSn0.2
CoCuFeMnNiSn0.20,6,SS+IM,FCC+IM,0.06032319,1593.228077,275.2260846,3.696716544,1.819615385,8.807692308,154.1538462,30.39191733,0,CoCuFeMnNiSn0.20
Co25Fe25Mn15Ni15Ti12.5V7.5,6,IM,IM,0.057551697,1788.15,162.0320262,7.17433509,1.76125,7.675,158.25,27.10050738,0,Co25Fe25Mn15Ni15Ti12.5V7.5
CoFeMnTi0.5VZr,6,IM,IM,0.095102308,1887.181818,234.5269196,9.06077196,1.634545455,6.363636364,124.5454545,63.29780067,0,CoFeMnTi0.5VZr
CoFeMnTi1.5VZr,6,IM,IM,0.090370524,1895.461538,216.6054958,8.82258131,1.62,6.0,122.3076923,58.46153846,0,CoFeMnTi1.5VZr
CoFeMnTi2.5VZr,6,IM,IM,0.085970889,1901.533333,202.2420552,8.312351185,1.609333333,5.733333333,120.6666667,54.58530531,0,CoFeMnTi2.5VZr
CoFeMnTi2VZr,6,IM,IM,0.088117363,1898.714286,209.0555048,8.583029475,1.614285714,5.857142857,121.4285714,56.42405045,0,CoFeMnTi2VZr
CoFeMnTiV0.4Zr,6,IM,IM,0.096298179,1859.296296,213.9833526,9.605632346,1.626296296,6.296296296,119.2592593,62.71191782,0,CoFeMnTiV0.4Zr
CoFeMnTiV0.7Zr,6,IM,IM,0.094461795,1876.333333,220.4623,9.317075217,1.626491228,6.228070175,121.4035088,61.71350321,0,CoFeMnTiV0.7Zr
CoFeMnTiV1.3Zr,6,IM,IM,0.091046125,1905.539683,228.2067307,8.668781088,1.626825397,6.111111111,125.0793651,59.78461383,0,CoFeMnTiV1.3Zr
CoFeMnTiV1.6Zr,6,IM,IM,0.089457579,1918.151515,230.3287665,8.341691503,1.626969697,6.060606061,126.6666667,58.86124756,0,CoFeMnTiV1.6Zr
CoFeMnTiV2.3Zr,6,IM,IM,0.086027992,1943.547945,232.4767799,7.620566526,1.627260274,5.95890411,129.8630137,56.82207633,0,CoFeMnTiV2.3Zr
CoFeMnTiV2.6Zr,6,IM,IM,0.084666285,1953.0,232.5640828,7.336176925,1.627368421,5.921052632,131.0526316,55.99762559,0,CoFeMnTiV2.6Zr
CoFeMnTiV2Zr,6,IM,IM,0.087452668,1933.285714,231.9462464,7.920523586,1.627142857,6.0,128.5714286,57.67608354,0,CoFeMnTiV2Zr
CoFeMnTiV3Zr,6,IM,IM,0.082941752,1964.5,232.1518899,6.982120022,1.6275,5.875,132.5,54.94315244,0,CoFeMnTiV3Zr
CoFeMnTiVZr,6,IM,IM,0.092712622,1891.666667,225.0345652,8.997942152,1.626666667,6.166666667,123.3333333,60.73622386,0,CoFeMnTiVZr
CoFeMnTiVZr0.4,6,IM,IM,0.078932258,1865.407407,222.197653,7.784910026,1.65962963,6.407407407,137.037037,47.12590031,0,CoFeMnTiVZr0.4
CoFeMnTiVZr0.7,6,IM,IM,0.087111935,1879.22807,224.0791697,8.506555424,1.642280702,6.280701754,129.8245614,55.13909773,0,CoFeMnTiVZr0.7
CoFeMnTiVZr1.3,6,IM,IM,0.096643713,1902.920635,225.3045418,9.326009217,1.612539683,6.063492063,117.4603175,64.8311177,0,CoFeMnTiVZr1.3
CoFeMnTiVZr1.6,6,IM,IM,0.099425552,1913.151515,225.0618933,9.534015446,1.59969697,5.96969697,112.1212121,67.90178182,0,CoFeMnTiVZr1.6
CoFeMnTiVZr2,6,IM,IM,0.101894084,1925.428571,224.1548299,9.675900822,1.584285714,5.857142857,105.7142857,70.8836356,0,CoFeMnTiVZr2
CoFeMnTiVZr2.3,6,IM,IM,0.103080796,1933.753425,223.1537206,9.708403791,1.573835616,5.780821918,101.369863,72.51480847,0,CoFeMnTiVZr2.3
CoFeMnTiVZr2.6,6,IM,IM,0.103851941,1941.421053,221.9515869,9.695061335,1.564210526,5.710526316,97.36842105,73.75936017,0,CoFeMnTiVZr2.6
CoFeMnTiVZr3,6,IM,IM,0.104397593,1950.75,220.1202796,9.625925787,1.5525,5.625,92.5,74.95832175,0,CoFeMnTiVZr3
CoHfNbNiTiZr,6,IM,IM,0.09849962,2136.833333,377.241928,14.75736546,1.593333333,6.0,125.0,63.4428877,0,CoHfNbNiTiZr
CrFeNiTiVZr,6,IM,IM,0.100340625,1995.166667,180.4248843,10.37486675,1.65,6.166666667,130.0,62.18252702,0,CrFeNiTiVZr
CrMo0.5NbTa0.5TiZr,6,SS+IM,BCC+IM,0.078566844,2418.4,441.1190769,3.389900294,1.592,4.9,131.0,73.81734214,0,CrMo0.5NbTa0.5TiZr
CrNbMo0.5Ta0.5TiZr,6,IM,IM,0.078566844,2418.4,441.1190769,3.389900294,1.592,4.9,131.0,73.81734214,0,CrMo0.5NbTa0.5TiZr
CuFeNiTiVZr,6,,,0.097547498,1858.128333,275.3037577,11.42510052,1.69,7.0,126.6666667,61.01001739,0,CuFeNiTiVZr
Cu0.5NiCoCrAl0.5Fe2,6,SS,FCC,0.040841549,1740.603333,316.9918566,4.97516175,1.810833333,8.0,161.3333333,28.03965446,0,Al0.5CoCrCu0.5Fe2Ni
